,PC3,PC2,PC1,clusters
33,-1.421381553733258,-4.75662678028878,2.8226502116897687,2
34,2.015401205714968,3.6057353582198535,-2.900350573127177,0
35,7.740616501686808,-0.1692497451685736,-1.4455232965798657,0
36,6.698681656366159,1.2370794035378216,0.6717708176817503,0
37,-0.49423059539281844,1.1902196741485342,1.8616284317492697,2
38,-0.10403393977514755,1.033779131734808,3.0371333459641576,2
39,7.41579418108926,-5.224461275940637,-5.19178404638744,0
40,-4.872194286871386,3.0703547228424024,-2.676479820810186,1
41,3.272441997920606,-5.918681274447796,2.7270195024879667,0
42,-3.0950389893815435,-2.9866463935199543,0.13538886784508702,2
43,4.918956333453621,-1.1108066826254646,1.4648660149113257,0
44,-4.24504715747706,0.4917067022647987,5.676311824928904,1
45,0.4758427783225251,8.577774833304746,-3.398601293126205,1
46,-5.549877482096991,-1.9432575404258787,-3.576956567045002,1
47,5.886486215904111,0.3247558724725738,-0.4107440337166232,0
48,2.025141215304655,1.991165631161254,0.6033466909088636,3
49,-4.697701908608322,-4.645160120960227,4.228019349241178,2
50,3.2843215577356424,1.4759613494147386,1.4316230910861336,3
51,-0.502934929379925,0.5179793732080954,-3.930128505125324,1
52,-2.7568744518620907,2.029609911120505,4.638491169050227,2
53,0.7262901879271781,-7.649703115705286,8.312182059986885,2
54,0.5914648747237331,0.7728324701572878,0.6450586019111534,2
55,1.582105995070397,1.5660710817652208,0.7489087613488167,0
56,0.5019112863457742,-3.265747248203692,2.9917857555064513,2
57,3.976124846799595,-1.7089132587791778,-1.9425269819879214,0
58,3.0754797173096864,1.468785159699553,1.2221624970575395,3
59,-3.4528619792326096,3.3506039793795477,1.829053940988975,2
60,4.90994781030201,2.139859557059789,1.679162083611482,0
61,3.1076299292277385,-2.6214977196698963,-0.17217700767254673,0
62,-2.176621584608605,2.91937812674397,-3.512596556266724,1
63,-3.3892832580819743,-5.792568883819743,4.110574020944554,2
64,-5.064159531067345,-0.8425102057899736,1.2071251658971864,1
65,8.083469064966863,-0.4512714710342045,-0.18703777422989157,0
66,-4.152619256752475,0.5668448044657554,2.921338510726742,1
67,-6.9796224278417,4.1415584235958685,-1.2717945187514652,1
68,5.428130105017264,0.2680503554720397,0.09689990183567555,0
69,-1.3490240697233677,4.5925905666030955,0.3841767165206075,1
70,3.7387892296783436,1.2914534826716926,0.040963148694945044,0
71,-3.8378034999127073,1.694319577599433,2.9648924454108077,2
72,0.1210325712144104,-0.026902489188219546,-0.1367303389889665,2
73,-5.6446225836719846,-1.0614503882814805,-0.639170197021944,2
74,-0.007564244555060796,-1.1475465500163544,-6.40569404305853,1
75,-5.401313492134804,4.812886524734686,-3.454683530148846,1
76,-0.24312705159578174,-3.0558922557036254,6.336420143183585,2
77,-4.024886697852857,1.6857267562593312,-2.2999849900774025,1
78,3.335841208365537,-1.7941356428164839,2.727922645360908,3
79,6.820943128183708,-0.3271853786673148,0.8755563579599148,0
80,-6.601323271188815,-2.263212104330968,1.3171778249008592,2
81,-7.658625162743918,1.700478699450221,-0.8230065720869867,1
82,-1.8672136758778541,1.106679852603989,1.3760693273270665,2
83,-2.6937470139999165,-1.296750352845073,3.232593400851574,2
84,-2.440681225597947,-4.039474430574602,2.582670806546735,2
85,-5.538531306610238,1.4006844479933978,1.211616031488679,2
86,-3.7662230736847238,-0.27176554839372663,-0.8857625786912016,1
87,6.464893262284659,-1.317555002961488,-1.9113057500363795,3
88,-0.4253291766434131,2.111634241648624,-3.7624082457492234,1
89,1.4341980227240518,-0.3584709319854463,-1.5071733299749772,0
90,9.191327687981229,2.9726236715771726,0.3351770046162744,3
91,-1.9007368453698836,-1.9035776339542914,1.0124771836958861,1
92,2.5565429789497247,3.2223054125000883,1.860707622967024,3
93,5.52623587710409,0.5476262572264223,-1.908042448434596,0
94,2.667701615334526,-0.5664033971677341,-0.37471733461526124,0
95,2.5461654643421894,-0.8493029469953423,-1.630762696512447,3
96,-5.41804254095592,-1.821060830197881,-1.9677843518636435,1
97,-4.933797082761844,-1.479884850921314,-0.15977428468252486,1
98,5.146057758436536,-0.8220248709247668,-1.3019228362663426,3
99,3.237125472665371,1.207462161474674,0.21670814838873043,3
100,-0.5990377927225632,6.432463956302611,-4.085781355062787,1
101,3.1175529535619972,-0.653424524887678,1.0806764175599721,0
102,-6.1139356596185745,3.6286528215346383,-1.331633633457945,1
103,-5.336110299940416,-0.4378605281558866,1.9344342506591432,1
104,5.532405934555795,-0.31201063577043314,-0.49332557301306396,0
105,-4.844629312454756,-1.5484764565532476,0.5525136807970018,2
106,-5.0324453269062905,-6.386858694158099,2.3865480094195664,2
107,2.710362152744035,3.265000152280092,-3.433397820668941,0
108,2.1887972110673206,2.056100060473407,-2.4487929376808277,3
109,4.243986425672937,-0.9753073650973262,1.1880405533420013,0
110,-6.02266200396149,-2.2788476638859887,5.036889742100499,2
111,-4.969554608104125,2.5968734422137127,-1.0490682651870813,1
112,2.9777339577526534,-4.497617625878773,-7.966375687088928,0
113,1.8094240427956325,2.5154919337705333,0.9761339591169125,3
114,7.300189323659965,0.6078478624704308,-0.38958117658794295,0
115,-1.1590210702740833,-1.5803929696164656,2.4167176092415903,2
116,3.738684645532967,-1.286344234626765,-0.5555940062550386,0
117,-4.041236642207982,1.7419314553245508,-3.0951694240643848,1
118,1.3650094017160803,1.2800132936693525,-2.64054076563651,3
119,6.982417678830687,-1.1007068707700518,-0.9740667688931384,3
120,-3.1411003712855634,-0.21458986383810866,-0.7586995726421442,1
121,-5.953908634363688,-0.11018498295820454,-2.0288121206943446,1
122,-1.931784917755716,1.8357911563541889,2.4971806370847025,2
123,7.282869411253661,1.406375082457751,-1.8357783547764879,0
124,-0.9051935566376482,1.987053590165563,0.4206949411478921,2
125,-3.5344314056506985,-5.407749457115179,4.257852038415373,2
126,-6.616635469782597,-1.9662795118475318,-1.5918821610248708,1
127,-3.9898613736009976,2.408784108079307,-4.7949606198757415,1
128,7.784239066304494,0.20541773845892566,1.072954105007739,3
129,-2.357725370081999,6.820957613000986,-0.21819734079876943,1
130,-2.7954680789146376,6.434206005930526,-1.1452391310031238,1
131,-3.4367006028706215,-1.082996893502108,-0.1604433615903644,2
132,-4.612039476949576,-2.4827677085487543,-2.193963256358003,1
133,3.934285690910924,1.1764097103737299,2.064425756476924,0
134,-3.8467274942959193,-2.987876352258329,-0.3870373796551733,2
135,-5.022537559571813,-3.6322250208846745,4.808346217475423,2
136,7.2843742978925405,0.8989338294752117,-0.3849152486597505,3
137,3.866216548088165,0.5412463575874975,1.874618775007738,0
138,-4.4099325231970985,2.1381745094608537,-1.0579939341892068,1
139,-6.00226906201846,2.9169626543467113,-3.008497796674178,1
140,-0.3227868036117817,-6.681832952624827,-6.367136133960741,0
141,4.250305413284183,1.6166973346388185,0.7059358663519556,3
142,3.9618167575325955,-2.7974879405172373,-1.3310740952467504,0
143,-2.4995015920019488,1.5172855009657842,-2.5086777147054957,1
144,-0.14179067474156726,-2.855528123229735,3.3214582921314895,2
145,2.5105147691196947,2.4298074007625297,-5.587898139915761,3
146,-2.384995255800168,-4.533747728904434,-2.9980109524007337,1
147,3.356931126141175,-0.9748743352257015,-5.30277745430264,0
148,3.383595536670878,0.08439705066595447,-1.6554629898136386,3
149,-6.280498563690764,1.8502953624694887,-2.4740863926633394,1
150,-2.48306479375261,-1.6827778839344563,2.7168550893028605,2
151,1.6795351454387866,7.154374307777816,-3.4070694210067938,3
152,6.599659234076306,-3.8528162751338315,-4.554307314923472,0
153,-4.506110794346454,-1.599693364909621,1.2608870897522952,2
154,-4.215801639276404,1.8385427799006375,5.115087533505861,2
155,-3.1283953101550743,0.8157142819826395,-2.0573524018702725,2
156,0.31620076483901494,3.1525710477989155,-1.1346129456103553,1
157,6.466563437118727,-3.8868159655647965,-1.8439994418989396,0
158,-4.212574972068848,-0.0265788706352602,-2.6499076946485975,2
159,4.402614975313473,-1.1420366008123521,-0.7069626355582411,0
160,1.803905995476915,-1.2770334517710893,1.1340974924299734,0
161,-4.4418631819810255,1.4749581550704458,0.061701115364292125,1
162,-5.115964234064362,2.7405520999670445,-4.507025400276497,1
163,-5.266823776101175,-2.6839542842465725,-2.5121322108058126,1
164,1.9775699749846738,-1.254285361808902,4.533920814006403,3
165,-3.465840255374096,-0.046373964710179,1.6910078991537312,2
166,-5.04630392514457,-0.3768188992176327,-3.9800046261131916,1
167,-5.43094205645816,-1.3440944048341352,-4.145718007485563,1
168,5.615208113124466,-0.5239694757301638,-1.5428432850021914,0
169,-1.8527970435444105,-3.168534344289635,4.3472559976157275,2
170,-2.2562044612256327,-6.049334399157987,4.226988330047473,2
171,-6.861884018729917,-0.5794631299811185,0.42409840245378433,2
172,1.868718858928291,4.787807678890525,2.9901564617118095,3
173,-4.3811183660658735,0.586470308807977,1.1752829074275974,2
174,-3.2191673891991353,-0.3081260519780934,-0.14261246348502754,2
175,4.984694895552879,3.4342142996508147,1.3580061307064704,3
176,-4.03679771415303,0.6056197145621843,3.0960267718034795,2
177,1.4274828011102805,2.1651211744566465,-0.09779249532413292,3
178,-0.48490165010847186,0.6252860258993289,5.84077342684693,2
179,2.280460247813272,0.6828584893990528,-0.8421205782276929,3
180,5.1846942446419,-3.0593459560072636,-2.45350374615487,0
181,-5.62912277555756,0.7848223675446935,-1.8431247660434147,1
182,5.071934656129111,2.5417862206736763,-2.7163013077412037,3
183,-2.5163841424485973,-2.408196747883113,1.9443771454637593,2
184,-6.291677294356685,-2.4237653045425707,-1.1584300145550277,1
185,-6.290670281705261,-1.6302313086341726,-0.9157951245560503,2
186,8.064939188735504,0.17164338863649356,1.70142559459368,0
187,1.621479884666453,0.1716722157021338,-0.3617991653314524,0
188,-3.16338777792038,6.717314858604149,2.9694807208358562,1
189,2.4601200678636532,-1.645126370514526,0.15442206839550374,0
190,0.9928528737380637,-1.0259313280862876,-6.103797706496603,0
191,-6.454384488516079,0.2780516437121448,-1.534066616005395,1
192,3.5332220630771194,0.8920856834624854,8.104676717613918,3
193,6.177820323989092,-0.9132133009280796,0.4853356262342411,0
194,-1.260036180435318,1.9510209243856202,-4.0041494575228045,1
195,6.3742316278838524,-0.4372837802022566,1.8500704626679312,0
196,-1.6877814789234247,2.517174166681322,-4.339323383974284,1
197,7.216216730479907,-3.281070028157533,-1.069238548228339,0
198,7.901063864702183,-1.1107867177524522,-1.9035248443015897,0
199,-3.553090171285997,3.3038073921761706,-0.24303589695895722,1
200,5.448668616484117,-3.496093728438331,-4.219514090994132,0
201,1.5235350523216389,-4.912705691694756,-3.4043471627764936,0
202,-6.254572602081122,-0.34200253412391063,1.293155158309739,2
203,4.510106529135172,3.4739670128149744,1.9740553928315168,0
204,3.3549694022881993,7.488269876886978,9.101440310900092,3
205,8.079912023093717,0.4017148700308296,1.1140104310810133,3
206,1.3792348983352716,3.3549261255319163,-1.0081230508034476,1
207,-2.9815526198615716,5.568351525920003,-1.911069873947488,1
208,-7.2788021652843184,-2.9531320502266034,-2.1342053305659423,1
209,0.4861352436280447,0.4799698438680763,1.075065423368388,0
210,-0.5154228509523278,-3.4721463762152376,-3.460037646967652,0
211,7.667162591623126,0.4803119499788623,-2.050866959199719,0
212,3.4337789831362735,2.456107355945736,-1.2207276116148562,0
213,-3.7725594418886783,-4.52109869157261,1.005367309736948,2
214,-5.36530607173508,-1.975230657892821,0.6945830436175559,2
215,0.18875225583690128,-4.437714365449361,2.156370200815835,0
216,-4.628389686543774,4.6505118490180894,1.9718999403690751,2
217,-1.2462996769143422,3.475592132047212,-5.934382013280479,1
218,3.736426647994058,-0.45515554656266777,-0.21861364621779864,0
219,2.0886695469437417,-1.6716121783866265,0.46013307816145815,2
220,3.9939645887024855,-1.2574480031738808,5.657402354550111,0
221,3.826325445688175,0.4479607580326457,-0.4316959215183399,3
222,-3.8296436020457416,-0.9890882370330015,-2.6803837453418105,2
223,-5.895514941548457,5.071771487069877,0.9892149942508519,1
224,-5.065086730242285,0.06366656703711907,-0.37191340512661586,2
225,8.06331040745533,6.471918318705146,5.547795912421436,3
226,-4.1908604457822705,-4.198794680946275,5.830613441873989,2
227,1.422770447003801,-1.2339199575273678,1.4311193870037333,0
228,-4.608569356485432,-5.514014106959636,4.70138197498569,2
229,-3.2443616566941706,-0.7404915230014059,0.8109269680976825,2
230,6.192870358191711,-6.185581397199655,-6.66631606977475,0
231,-0.2553844167899985,0.9560098967772226,0.5355397768696418,2
232,2.4038413382565493,5.697994101335373,6.8927962721052936,3
233,-4.47132786474881,1.7212956619492878,0.46207803129309644,1
234,-0.919369411819753,-1.8223840565788136,-0.01084518274743149,1
235,-2.7265989659852647,-2.760917866249542,1.376176286117318,2
236,-3.5854707534695542,-2.212164099881381,-1.4935205327263552,2
237,6.557128859935247,-3.0440801537051763,2.1515985555542776,0
238,1.9548625041280439,-8.674868533978968,-0.4244884677442795,0
239,-6.5547036361732545,1.739192585309778,0.9292434151558304,1
240,5.3629228964532,6.270106032592367,3.0129320947022618,3
241,-1.6916885945003424,0.8030452463115629,-3.119051350597,1
242,-5.620932930796978,1.9021672809078871,1.0560495591902064,1
243,6.528278684776648,-4.258201012403126,-3.8689935101391337,0
244,0.2190823098599491,-5.68495613002895,-1.4399720297119056,3
245,4.013187808914947,-0.6382222742073866,-1.936365887504317,0
246,-1.1967551372333756,-3.08143538526195,4.6314598199158095,2
247,3.569786731754027,0.4599176236738079,7.200857647476875,3
